,price,reach,eligible_double_your_impact_match,school_charter,school_magnet,temp_label,poverty_high,poverty_highest,poverty_low,poverty_moderate,poverty_other,grade_high,grade_middle,grade_other,grade_pre,grade_primary,type_books,type_other,type_supplies,type_technology,type_trips,type_visitors
0,0.09636821411565127,0.45451746286844474,0,0,0,train,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.14660509952432788,0.34088809715133356,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2,0.8047165204541633,1.325675933366297,0,0,1,train,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3,0.5794590402719958,0.09090349257368895,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4,0.31130972939447693,0.08332820152588154,0,0,1,train,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5,0.08512041391285755,0.11362936571711119,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6,0.08512041391285755,0.11362936571711119,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7,0.4750989681175174,3.7838578783798025,0,0,0,train,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8,0.30798801062113723,0.08332820152588154,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,0.30798801062113723,0.08332820152588154,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10,0.30798801062113723,0.08332820152588154,0,0,0,train,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11,0.2332931892939101,0.07575291047807411,0,0,1,train,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
12,0.4426436927760254,0.064389973906363,0,0,0,train,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
13,0.18649861310909044,0.07575291047807411,0,0,0,train,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14,0.299058835898744,1.893822761951853,1,0,0,train,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15,0.26021226667983605,0.28407341429277794,0,0,0,train,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
16,0.4847023530859845,0.09469113809759265,0,0,0,train,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
17,0.09774952291248559,0.05302703733465188,0,0,0,train,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18,0.27973147551129235,0.0681776194302667,1,0,0,train,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
19,0.15154930799553645,0.1325675933366297,0,0,0,train,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20,0.4656161735995676,0.15150582095614823,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21,0.29756241803550676,3.4088809715133355,0,0,0,train,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22,0.18790732882649686,0.47345569048796327,0,0,0,train,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
23,0.300774509126558,0.09469113809759265,0,0,0,train,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24,0.11536669145623754,0.45451746286844474,0,0,1,train,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25,0.6887139884406529,0.08332820152588154,1,1,0,train,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26,0.6887139884406529,0.08332820152588154,1,1,0,train,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27,0.5539377158352475,0.07575291047807411,0,0,0,train,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
28,0.5112925474250452,0.28407341429277794,0,0,0,train,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29,0.1978395968418293,0.45451746286844474,0,0,0,train,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30,0.444145592023377,0.064389973906363,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31,0.16716028995340998,1.893822761951853,0,0,0,train,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
32,0.21608164317462536,0.09090349257368895,1,0,0,train,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
33,0.28107989600344013,0.064389973906363,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
34,0.1085204426973246,0.22725873143422237,0,0,0,train,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35,0.5831096420922007,0.7575291047807412,0,0,1,train,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36,0.2182687154362797,0.04923939181074818,0,0,0,train,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
37,0.33587729299531577,0.1325675933366297,0,0,0,train,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
38,0.28554174267257953,0.6628379666831485,0,0,0,train,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
39,3.6847782501584003,0.22725873143422237,0,0,0,train,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40,0.2259097648917838,0.15150582095614823,0,0,0,train,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41,0.21279829409008666,0.07575291047807411,0,0,0,train,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
42,0.14235702683565093,0.10984172019320747,0,0,0,train,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
43,0.15185626550594408,0.08711584704978524,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44,0.37610517101105806,0.11362936571711119,0,0,0,train,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
45,0.15044754978853767,1.893822761951853,1,1,0,train,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
46,0.4972437599397818,0.34088809715133356,0,0,0,train,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
47,0.6267798293318,0.11362936571711119,0,0,0,train,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
48,0.22672100974071827,0.6817761943026671,1,0,0,train,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
49,0.5366878000271618,0.03787645523903706,0,0,0,train,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,0.09762893246196831,0.07575291047807411,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
51,0.4198027651712294,0.07575291047807411,0,1,0,train,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
52,0.2695963962837263,0.1249923022888223,0,0,0,train,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
53,0.13896405006882379,0.0681776194302667,1,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
54,0.29861484378547576,2.7271047772106685,1,0,0,train,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
55,0.4506136252783948,0.21210814933860753,1,0,1,train,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
56,0.5081188260227949,0.07575291047807411,0,0,0,train,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
57,0.30760431373312763,0.10605407466930376,0,0,0,train,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
58,0.17368313704957206,0.1325675933366297,1,0,0,train,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
59,0.30475947537774273,1.1362936571711117,0,1,0,train,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60,0.3108273675924077,0.09090349257368895,1,0,0,train,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
61,6.182288701133019,0.47345569048796327,0,0,0,train,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
62,0.33743400608381163,0.20832050381470382,0,0,0,train,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
63,0.37578176934830715,0.09090349257368895,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
64,0.27257826924197176,0.10605407466930376,0,0,0,train,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
65,0.5226170870054409,0.0681776194302667,0,0,0,train,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
66,0.3513786472709009,0.0681776194302667,1,0,0,train,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
67,0.26924010631628886,2.3862166800593347,0,0,0,train,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
68,0.2254548100102868,0.0606023283824593,0,0,0,train,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
69,0.33168951553189746,1.1362936571711117,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
70,0.34715250011868165,0.7423785226851264,0,0,0,train,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
71,0.302945137235869,3.4088809715133355,0,0,0,train,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
72,0.38210180523223564,0.6628379666831485,0,0,0,train,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
73,0.5557136842883202,0.1212046567649186,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
74,0.0912431199686668,0.17044404857566678,1,0,0,train,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
75,0.6316089287366057,0.04166410076294077,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
76,0.1635590205902348,0.23104637695812608,1,0,1,train,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
77,0.3630759209710772,0.04545174628684447,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
78,0.3630759209710772,0.04545174628684447,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
79,0.3630759209710772,0.04545174628684447,0,0,0,train,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
80,0.2048173988194884,0.03787645523903706,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
81,0.2048173988194884,0.03787645523903706,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
82,0.2048173988194884,0.03787645523903706,0,0,0,train,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
83,0.45030666776798717,0.03787645523903706,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
84,0.45030666776798717,0.03787645523903706,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
85,0.45030666776798717,0.03787645523903706,0,0,0,train,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
86,0.3042387438868726,0.07575291047807411,0,0,0,train,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
87,0.4869661647252408,0.08711584704978524,1,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
88,0.13647550168087624,0.08711584704978524,1,0,0,train,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
89,0.3337066648860047,0.04545174628684447,1,0,1,train,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
90,0.5012396889591955,0.10226642914540006,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
91,0.5012396889591955,0.10226642914540006,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
92,0.6257109594294877,0.09847878362149635,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
93,0.6257109594294877,0.09847878362149635,0,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
94,0.42499363592758693,0.14014288438443712,0,0,0,train,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
95,0.19372307737189848,0.07575291047807411,1,0,0,train,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
96,0.08480249363422108,0.10605407466930376,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
97,0.08480249363422108,0.10605407466930376,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
98,0.08480249363422108,0.10605407466930376,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
99,0.1335868122525759,0.09847878362149635,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
100,0.1335868122525759,0.09847878362149635,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
101,0.1335868122525759,0.09847878362149635,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
102,0.18420739454926208,0.09469113809759265,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
103,0.18420739454926208,0.09469113809759265,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
104,0.18420739454926208,0.09469113809759265,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
105,0.11784975846007066,2.461969590537409,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
106,0.2830477129005176,0.07954055600197783,0,1,0,train,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
107,0.1842402828539486,0.11362936571711119,1,0,0,train,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
108,0.1089699161947072,3.7838578783798025,0,0,0,train,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
109,0.1521193719434363,0.08711584704978524,1,0,0,train,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
110,0.3080208989258238,0.9847878362149636,0,0,0,train,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
111,0.08480249363422108,0.04923939181074818,0,0,0,train,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
112,0.2470624261893379,0.07575291047807411,0,1,0,train,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
113,0.2477859688924416,0.09847878362149635,0,1,0,train,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
114,0.2287107521742534,0.11362936571711119,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
115,0.7561514572003855,0.1363552388605334,0,0,0,train,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
116,0.31249918974730645,0.09090349257368895,1,0,0,train,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
117,0.16174468244836115,0.30301164191229646,0,1,0,train,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
118,0.5377457071612451,0.9469113809759265,1,0,0,train,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
119,0.23973381562835583,0.0681776194302667,0,0,0,train,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
